"pathogen_1","pathogen_2","infected_hosts_1","infected_hosts_2","co_infected_hosts","expected_co_infected_hosts","phi_coefficient","odds_ratio","fisher_p","fisher_BH_q","significant_positive_BH"
"Osteomugil cunnesius hepadna-like virus","Toxocaridae sp. Z",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Osteomugil cunnesius hepadna-like virus","Eimeria sp. SZMB",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Osteomugil cunnesius hepadna-like virus","Taeniidae sp. QLXSDD",1,4,0,0.0357142857142857,-0.0182665541450397,0,1,1,FALSE
"Osteomugil cunnesius hepadna-like virus","Taeniidae sp. LZY",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Osteomugil cunnesius hepadna-like virus","Taeniidae sp. HBSZ",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Osteomugil cunnesius hepadna-like virus","Opisthorchiidae sp. SZMB",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Osteomugil cunnesius hepadna-like virus","Eimeriorina sp. RWXLT",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai hepadna-like virus 1","Nanhai circo-like virus 2",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai hepadna-like virus 1","Nanhai parvovirus LTY1",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai hepadna-like virus 1","Marble sleepy goby iridovirus",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai hepadna-like virus 1","Nanhai papillomavirus ZBTTT",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai hepadna-like virus 1","Nanhai papillomavirus HM",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai hepadna-like virus 1","Nanhai retrovirus 1",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Nanhai hepadna-like virus 1","Nanhai retrovirus 2",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai hepadna-like virus 1","Wenzhou pacific spadenose shark astrovirus 2",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai hepadna-like virus 1","Nanhai astrovirus LZMB",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai hepadna-like virus 1","Odontamblyopus rubicundus hepacivirus",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai hepadna-like virus 1","Johnius belangerii hepacivirus",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai hepadna-like virus 1","Telatrygon zugei hepacivirus",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai hepadna-like virus 1","Bombay duck fish bornavirus",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai hepadna-like virus 1","Paramonacanthus sulcatus filovirus",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai hepadna-like virus 1","Nanhai filovirus 2",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai hepadna-like virus 1","Nanhai filovirus 3",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai hepadna-like virus 1","Nanhai rhabdovirus 1",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai hepadna-like virus 1","Nanhai paramyxovirus 1",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai hepadna-like virus 1","Nanhai paramyxovirus 2",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai hepadna-like virus 1","Psenopsis anomala artervirus",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai hepadna-like virus 1","Nanhai amnoonvirus 1",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai hepadna-like virus 1","Arius arius calicivirus",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai hepadna-like virus 1","Psenopsis anomala picornavirus",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai hepadna-like virus 1","Leiognathus ruconius picornavirus",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai hepadna-like virus 1","Polydactylus sextarius picornavirus",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai hepadna-like virus 1","Bregmaceros mcclellandi picornavirus",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai hepadna-like virus 1","Gymnothorax reevesii picornavirus",1,4,0,0.0357142857142857,-0.0182665541450397,0,1,1,FALSE
"Nanhai hepadna-like virus 1","Micropterus salmoides reovirus",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai hepadna-like virus 1","Wenzhou pacific spadenose shark reovirus 2",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai hepadna-like virus 1","Nanhai reo-like virus 1",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai hepadna-like virus 1","Nanhai reo-like virus 2",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai hepadna-like virus 1","Nanhai reo-like virus 4",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai hepadna-like virus 1","Nanhai reo-like virus 5",1,5,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Nanhai hepadna-like virus 1","Nanhai reo-like virus 6",1,5,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Nanhai hepadna-like virus 1","Nanhai reo-like virus 7",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai hepadna-like virus 1","Asian seabass Nervous Necrosis Virus",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Nanhai hepadna-like virus 1","Aliivibrio fischeri",1,5,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Nanhai hepadna-like virus 1","Acinetobacter johnsonii",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Nanhai hepadna-like virus 1","Pseudomonas aeruginosa",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai hepadna-like virus 1","Vibrio ponticus",1,8,0,0.0714285714285714,-0.0263249063246328,0,1,1,FALSE
"Nanhai hepadna-like virus 1","Photobacterium swingsii",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai hepadna-like virus 1","Photobacterium damselae",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Nanhai hepadna-like virus 1","Photobacterium sp. QLXSD",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai hepadna-like virus 1","Clostridium sp. Y",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Nanhai hepadna-like virus 1","Photobacterium sp.",1,8,0,0.0714285714285714,-0.0263249063246328,0,1,1,FALSE
"Nanhai hepadna-like virus 1","Vibrio sp. Y",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Nanhai hepadna-like virus 1","Clostridium sp. SQHN",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai hepadna-like virus 1","Pseudoloma sp. FJ",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai hepadna-like virus 1","Glugea plecoglossi",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai hepadna-like virus 1","Toxocara sp. CTSZ",1,19,0,0.169642857142857,-0.0429016343237295,0,1,1,FALSE
"Nanhai hepadna-like virus 1","Lepeophtheirus sp. SQHN",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai hepadna-like virus 1","Toxoplasma sp. LZY",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai hepadna-like virus 1","Toxocara sp. LYS",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai hepadna-like virus 1","Besnoitia sp. HKL",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai hepadna-like virus 1","Caligus sp. RWXLT",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai hepadna-like virus 1","Hydatigera sp. SDYY",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Nanhai hepadna-like virus 1","Cystoisospora sp. DSLT-2",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai hepadna-like virus 1","Sarcocystidae sp. DSLT",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai hepadna-like virus 1","Sarcocystidae sp. SZMB",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai hepadna-like virus 1","Toxocaridae sp. Z",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai hepadna-like virus 1","Eimeria sp. SZMB",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai hepadna-like virus 1","Taeniidae sp. QLXSDD",1,4,0,0.0357142857142857,-0.0182665541450397,0,1,1,FALSE
"Nanhai hepadna-like virus 1","Taeniidae sp. LZY",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai hepadna-like virus 1","Taeniidae sp. HBSZ",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Nanhai hepadna-like virus 1","Opisthorchiidae sp. SZMB",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai hepadna-like virus 1","Eimeriorina sp. RWXLT",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai circo-like virus 2","Nanhai parvovirus LTY1",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai circo-like virus 2","Marble sleepy goby iridovirus",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai circo-like virus 2","Nanhai papillomavirus ZBTTT",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai circo-like virus 2","Nanhai papillomavirus HM",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai circo-like virus 2","Nanhai retrovirus 1",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Nanhai circo-like virus 2","Nanhai retrovirus 2",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai circo-like virus 2","Wenzhou pacific spadenose shark astrovirus 2",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai circo-like virus 2","Nanhai astrovirus LZMB",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai circo-like virus 2","Odontamblyopus rubicundus hepacivirus",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai circo-like virus 2","Johnius belangerii hepacivirus",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai circo-like virus 2","Telatrygon zugei hepacivirus",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai circo-like virus 2","Bombay duck fish bornavirus",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai circo-like virus 2","Paramonacanthus sulcatus filovirus",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai circo-like virus 2","Nanhai filovirus 2",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai circo-like virus 2","Nanhai filovirus 3",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai circo-like virus 2","Nanhai rhabdovirus 1",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai circo-like virus 2","Nanhai paramyxovirus 1",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai circo-like virus 2","Nanhai paramyxovirus 2",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai circo-like virus 2","Psenopsis anomala artervirus",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai circo-like virus 2","Nanhai amnoonvirus 1",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai circo-like virus 2","Arius arius calicivirus",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai circo-like virus 2","Psenopsis anomala picornavirus",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai circo-like virus 2","Leiognathus ruconius picornavirus",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai circo-like virus 2","Polydactylus sextarius picornavirus",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai circo-like virus 2","Bregmaceros mcclellandi picornavirus",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai circo-like virus 2","Gymnothorax reevesii picornavirus",1,4,0,0.0357142857142857,-0.0182665541450397,0,1,1,FALSE
"Nanhai circo-like virus 2","Micropterus salmoides reovirus",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai circo-like virus 2","Wenzhou pacific spadenose shark reovirus 2",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai circo-like virus 2","Nanhai reo-like virus 1",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai circo-like virus 2","Nanhai reo-like virus 2",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai circo-like virus 2","Nanhai reo-like virus 4",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai circo-like virus 2","Nanhai reo-like virus 5",1,5,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Nanhai circo-like virus 2","Nanhai reo-like virus 7",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai circo-like virus 2","Asian seabass Nervous Necrosis Virus",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Nanhai circo-like virus 2","Aliivibrio fischeri",1,5,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Nanhai circo-like virus 2","Acinetobacter johnsonii",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Nanhai circo-like virus 2","Pseudomonas aeruginosa",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai circo-like virus 2","Vibrio ponticus",1,8,0,0.0714285714285714,-0.0263249063246328,0,1,1,FALSE
"Nanhai circo-like virus 2","Photobacterium swingsii",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai circo-like virus 2","Photobacterium damselae",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Nanhai circo-like virus 2","Photobacterium sp. QLXSD",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai circo-like virus 2","Clostridium sp. Y",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Nanhai circo-like virus 2","Photobacterium sp.",1,8,0,0.0714285714285714,-0.0263249063246328,0,1,1,FALSE
"Nanhai circo-like virus 2","Vibrio sp. Y",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Nanhai circo-like virus 2","Clostridium sp. SQHN",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai circo-like virus 2","Pseudoloma sp. FJ",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai circo-like virus 2","Glugea plecoglossi",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai circo-like virus 2","Lepeophtheirus sp. SQHN",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai circo-like virus 2","Toxoplasma sp. LZY",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai circo-like virus 2","Toxocara sp. LYS",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai circo-like virus 2","Besnoitia sp. HKL",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai circo-like virus 2","Caligus sp. RWXLT",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai circo-like virus 2","Hydatigera sp. SDYY",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Nanhai circo-like virus 2","Cystoisospora sp. DSLT-2",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai circo-like virus 2","Sarcocystidae sp. DSLT",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai circo-like virus 2","Sarcocystidae sp. SZMB",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai circo-like virus 2","Toxocaridae sp. Z",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai circo-like virus 2","Eimeria sp. SZMB",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai circo-like virus 2","Taeniidae sp. QLXSDD",1,4,0,0.0357142857142857,-0.0182665541450397,0,1,1,FALSE
"Nanhai circo-like virus 2","Taeniidae sp. LZY",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai circo-like virus 2","Taeniidae sp. HBSZ",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Nanhai circo-like virus 2","Opisthorchiidae sp. SZMB",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai circo-like virus 2","Eimeriorina sp. RWXLT",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai parvovirus LTY1","Marble sleepy goby iridovirus",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai parvovirus LTY1","Nanhai papillomavirus ZBTTT",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai parvovirus LTY1","Nanhai papillomavirus HM",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai parvovirus LTY1","Nanhai retrovirus 1",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Nanhai parvovirus LTY1","Nanhai retrovirus 2",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai parvovirus LTY1","Wenzhou pacific spadenose shark astrovirus 2",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai parvovirus LTY1","Nanhai astrovirus LZMB",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai parvovirus LTY1","Odontamblyopus rubicundus hepacivirus",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai parvovirus LTY1","Johnius belangerii hepacivirus",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai parvovirus LTY1","Telatrygon zugei hepacivirus",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai parvovirus LTY1","Paramonacanthus sulcatus filovirus",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai parvovirus LTY1","Nanhai filovirus 2",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai parvovirus LTY1","Nanhai filovirus 3",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai parvovirus LTY1","Nanhai rhabdovirus 1",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai parvovirus LTY1","Nanhai paramyxovirus 1",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai parvovirus LTY1","Nanhai paramyxovirus 2",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai parvovirus LTY1","Psenopsis anomala artervirus",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai parvovirus LTY1","Nanhai amnoonvirus 1",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai parvovirus LTY1","Arius arius calicivirus",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai parvovirus LTY1","Psenopsis anomala picornavirus",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai parvovirus LTY1","Leiognathus ruconius picornavirus",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai parvovirus LTY1","Polydactylus sextarius picornavirus",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai parvovirus LTY1","Bregmaceros mcclellandi picornavirus",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai parvovirus LTY1","Gymnothorax reevesii picornavirus",1,4,0,0.0357142857142857,-0.0182665541450397,0,1,1,FALSE
"Nanhai parvovirus LTY1","Micropterus salmoides reovirus",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai parvovirus LTY1","Wenzhou pacific spadenose shark reovirus 2",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai parvovirus LTY1","Nanhai reo-like virus 1",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai parvovirus LTY1","Nanhai reo-like virus 2",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai parvovirus LTY1","Nanhai reo-like virus 4",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai parvovirus LTY1","Nanhai reo-like virus 5",1,5,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Nanhai parvovirus LTY1","Nanhai reo-like virus 6",1,5,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Nanhai parvovirus LTY1","Nanhai reo-like virus 7",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai parvovirus LTY1","Asian seabass Nervous Necrosis Virus",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Nanhai parvovirus LTY1","Aliivibrio fischeri",1,5,0,0.0446428571428571,-0.0205178392964012,0,1,1,FALSE
"Nanhai parvovirus LTY1","Acinetobacter johnsonii",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Nanhai parvovirus LTY1","Pseudomonas aeruginosa",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai parvovirus LTY1","Vibrio ponticus",1,8,0,0.0714285714285714,-0.0263249063246328,0,1,1,FALSE
"Nanhai parvovirus LTY1","Photobacterium swingsii",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai parvovirus LTY1","Photobacterium damselae",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Nanhai parvovirus LTY1","Photobacterium sp. QLXSD",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai parvovirus LTY1","Clostridium sp. Y",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Nanhai parvovirus LTY1","Photobacterium sp.",1,8,0,0.0714285714285714,-0.0263249063246328,0,1,1,FALSE
"Nanhai parvovirus LTY1","Vibrio sp. Y",1,3,0,0.0267857142857143,-0.015746567130481,0,1,1,FALSE
"Nanhai parvovirus LTY1","Clostridium sp. SQHN",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai parvovirus LTY1","Pseudoloma sp. FJ",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai parvovirus LTY1","Glugea plecoglossi",1,2,0,0.0178571428571429,-0.0127984438038444,0,1,1,FALSE
"Nanhai parvovirus LTY1","Lepeophtheirus sp. SQHN",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai parvovirus LTY1","Toxoplasma sp. LZY",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai parvovirus LTY1","Toxocara sp. LYS",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
"Nanhai parvovirus LTY1","Besnoitia sp. HKL",1,1,0,0.00892857142857143,-0.00900900900900901,0,1,1,FALSE
